direction,take_profit,stop_loss,open,high,low,close,volume,weight,result
-1,0.720382,-0.0755162,-1.22142,-1.07622,-0.736896,-1.21872,0,2,-0.0755162
-1,0.650996,-0.0941717,-1.34089,-1.34351,-1.60042,-1.29818,0,2,-0.0941717
1,0.103286,-0.585831,1.3667,1.37595,-1.64091,1.39119,0,1,0.103286
1,0.110979,-0.316727,1.15651,1.01992,1.04516,1.14697,0,1,0.110979
1,0.542041,-0.0222283,-0.710788,-1.49255,-0.457314,-0.695763,0,1,0.542041
-1,0.0202291,-0.517325,0.853684,0.771363,0.969201,0.930189,0,2,-0.517325
-1,0.0136791,-0.64729,1.3648,1.28302,1.63537,1.33178,0,2,-0.64729
-1,0.0394471,-0.958483,0.657102,0.0429976,-0.0222875,0.639046,0,1,-0.958483
-1,0.0195674,-0.514129,0.926058,0.748937,0.478154,0.946582,0,1,-0.514129
1,0.0121872,-0.51638,1.08933,1.19229,1.32241,1.14741,0,-2,0.0121872
-1,0.769001,-0.0255286,1.65938,1.50941,1.72282,1.65206,0,1,-0.0255286
-1,0.0163804,-0.602084,0.963927,0.00356082,-0.348843,0.883193,0,2,-0.602084
1,0.474047,-0.0136859,-1.13424,-0.802453,-1.0063,-1.10599,0,1,0.474047
-1,0.0121872,-0.51638,1.08933,1.19229,1.32241,1.14741,0,-2,-0.51638
1,0.0329769,-0.139053,-1.36328,-1.47323,-1.52836,-1.37103,0,1,0.0329769
-1,0.990566,-0.0155225,1.28282,1.25957,1.26763,1.2754,0,2,-0.0155225
-1,0.474047,-0.0136859,-1.13424,-0.802453,-1.0063,-1.10599,0,1,-0.0136859
-1,0.0335658,-0.221774,-0.501115,-0.661657,-1.71898,-0.706719,0,2,-0.221774
1,0.990566,-0.0155225,1.28282,1.25957,1.26763,1.2754,0,2,0.990566
-1,0.0358472,-0.680334,0.648206,1.51512,1.11371,0.680971,0,1,-0.680334
1,0.769001,-0.0255286,1.65938,1.50941,1.72282,1.65206,0,1,0.769001
-1,0.0121521,-0.482183,1.38715,1.25285,1.06613,1.40185,0,2,-0.482183
1,0.297887,-0.0517763,-0.391075,0.108947,0.392828,-0.374138,0,2,0.297887
1,0.980557,-0.043303,1.10452,0.663045,0.914028,1.08438,0,1,0.980557
-1,0.0517844,-0.270449,-0.424222,-0.976517,-0.974048,-0.466556,0,2,-0.270449
-1,0.0362875,-0.3585,0.42831,0.142625,-1.35944,0.520334,0,1,-0.3585
-1,0.0454217,-0.574163,0.10512,-0.374088,-0.323574,0.16506,0,1,-0.574163
1,0.219099,-0.0648301,-1.00048,-0.99813,-0.597829,-0.994079,0,2,0.219099
1,0.348889,-0.0694213,-0.388814,-0.648626,-0.626365,-0.433956,0,2,0.348889
1,0.4205,-0.0419127,-0.531905,0.26696,0.333835,-0.589107,0,2,0.4205
1,0.0171203,-0.918739,-0.942622,-1.27944,-1.37717,-0.894464,0,2,0.0171203
-1,0.793053,-0.0293598,-0.589851,0.459863,-0.38954,-0.560082,0,1,-0.0293598
1,0.0572426,-0.398956,-0.137192,-0.0402048,0.132109,-0.191139,0,2,0.0572426
-1,0.965003,-0.0298781,-1.65718,-1.38706,-0.999212,-1.6468,0,1,-0.0298781
-1,0.01652,-0.357002,1.59941,1.29613,1.4596,1.61919,0,1,-0.357002
-1,0.100095,-0.0592739,0.821755,0.488628,0.898666,0.872552,0,2,-0.0592739
1,0.775032,-0.0398138,1.34452,1.28112,1.33945,1.3722,0,1,0.775032
-1,0.0353381,-0.360757,1.6172,1.56673,0.963627,1.61451,0,2,-0.360757
-1,0.0138786,-0.61031,0.731655,1.40284,1.21963,0.645919,0,2,-0.61031
1,0.94361,-0.0323397,1.39982,1.23469,1.50545,1.39479,0,1,0.94361
1,0.419879,-0.020593,0.133573,0.426792,0.0880727,0.153554,0,2,0.419879
-1,0.0475256,-0.898053,1.18518,1.64552,0.36136,1.24244,0,1,-0.898053
-1,0.0558608,-0.940697,0.449152,0.143239,-0.267156,0.464819,0,1,-0.940697
-1,0.0574542,-0.781433,-1.04238,-1.32588,-1.73204,-1.12693,0,1,-0.781433
1,0.756281,-0.0547752,0.46523,0.561807,0.689478,0.435156,0,1,0.756281
1,0.908775,-0.0500521,-0.738165,-0.291228,-1.75442,-0.796238,0,2,0.908775
1,0.965003,-0.0298781,-1.65718,-1.38706,-0.999212,-1.6468,0,1,0.965003
1,0.720814,-0.0403413,0.503998,0.686764,0.0808062,0.378992,0,2,0.720814
-1,0.0703632,-0.80224,0.742505,0.201657,0.189985,0.732629,0,2,-0.80224
-1,0.793437,-0.0300544,1.32648,0.645145,0.764655,1.28384,0,2,-0.0300544
1,0.0410471,-0.18225,-1.55741,-1.3747,-1.05959,-1.56414,0,2,0.0410471
1,0.332852,-0.0328178,-1.5654,-1.63547,-1.27162,-1.60068,0,1,0.332852
-1,0.0561353,-0.940993,1.52936,1.29989,1.02942,1.50796,0,1,-0.940993
-1,0.0438006,-0.583952,0.00628074,-0.0697054,0.766777,-0.0329972,0,1,-0.583952
1,0.804151,-0.0353404,0.74487,0.483126,0.725141,0.721709,0,1,0.804151
1,0.829063,-0.0727132,0.611427,0.637511,0.949264,0.590359,0,2,0.829063
-1,0.0411958,-0.161451,0.666187,-0.317252,0.964042,0.686057,0,1,-0.161451
-1,0.0329769,-0.139053,-1.36328,-1.47323,-1.52836,-1.37103,0,1,-0.139053
-1,0.0557813,-0.406309,-0.876456,-0.828278,-0.545117,-0.858386,0,1,-0.406309
-1,0.0171203,-0.918739,-0.942622,-1.27944,-1.37717,-0.894464,0,2,-0.918739
1,0.981134,-0.0604883,0.298083,-0.958789,0.628056,0.343182,0,2,0.981134
1,0.826796,-0.0781944,1.40268,1.34482,0.636461,1.40523,0,1,0.826796
1,0.226361,-0.0574099,1.11266,0.698347,0.102529,1.12451,0,1,0.226361
-1,0.38221,-0.0262422,1.63652,1.22646,1.143,1.69751,0,1,-0.0262422
-1,0.0112492,-0.32732,-0.0775797,-0.188568,1.21486,-0.108988,0,2,-0.32732
1,0.0112492,-0.32732,-0.0775797,-0.188568,1.21486,-0.108988,0,2,0.0112492
1,0.332117,-0.0242833,-0.777666,-0.768786,-0.691099,-0.790931,0,1,0.332117
1,0.96403,-0.0307783,-1.56223,-1.47796,-1.52568,-1.5788,0,1,0.96403
-1,0.0281005,-0.602695,-0.642409,-0.0910983,-1.69501,-0.650779,0,1,-0.602695
1,0.23791,-0.0253688,0.103838,-0.0722268,0.332974,0.161898,0,1,0.23791
1,0.38221,-0.0262422,1.63652,1.22646,1.143,1.69751,0,1,0.38221
-1,0.0680468,-0.455875,0.181471,-0.175068,0.138706,0.130011,0,1,-0.455875
-1,0.0688229,-0.540907,0.958147,1.04386,1.14775,0.97214,0,2,-0.540907
-1,0.0803335,-0.222776,1.72737,1.77236,1.4058,1.65879,0,1,-0.222776
-1,0.0670688,-0.892297,0.863275,0.444061,0.144051,0.867956,0,2,-0.892297
-1,0.114984,-0.677499,0.915434,0.581061,0.531913,0.915221,0,1,-0.677499
-1,0.0750812,-0.927949,-1.59777,-1.30518,-0.888978,-1.60477,0,1,-0.927949
-1,0.0888843,-0.363933,0.932476,1.74519,1.85139,1.02954,0,1,-0.363933
-1,0.0362341,-0.740137,-1.76023,-1.67463,-1.61567,-1.7406,0,1,-0.740137
1,0.793053,-0.0293598,-0.589851,0.459863,-0.38954,-0.560082,0,1,0.793053
1,0.793437,-0.0300544,1.32648,0.645145,0.764655,1.28384,0,2,0.793437
-1,0.0506477,-0.167224,-0.53595,-0.993745,-1.14252,-0.538544,0,2,-0.167224
1,0.0972489,-0.0661982,-1.41157,-1.10186,-1.21726,-1.41823,0,1,0.0972489
1,0.129197,-0.0402388,0.0369736,-0.514938,-0.886984,0.0326648,0,2,0.129197
-1,0.04838,-0.746086,0.708383,1.20257,0.964167,0.588903,0,2,-0.746086
1,0.0138218,-0.928649,0.129786,-0.501218,-0.321342,0.0665272,0,2,0.0138218
1,0.0153338,-0.170407,0.888077,-0.680041,-1.72212,0.947183,0,1,0.0153338
1,0.03099,-0.260137,-0.679005,-0.897708,-1.45018,-0.681462,0,1,0.03099
1,0.0346117,-0.399422,-1.54269,1.22305,-1.0156,-1.54216,0,2,0.0346117
1,0.038538,-0.905519,-0.443006,0.228509,-0.116704,-0.45852,0,1,0.038538
1,0.0290866,-0.407823,0.61627,1.36823,1.47495,0.566364,0,1,0.0290866
-1,0.552974,-0.0385967,-0.621777,-0.641583,-0.765733,-0.65541,0,1,-0.0385967
1,0.0478765,-0.317057,0.354605,0.23299,0.98491,0.311295,0,1,0.0478765
1,0.0399529,-0.782731,-0.27938,1.79918,-0.391289,0.0139131,0,2,0.0399529
-1,0.918563,-0.0499381,0.4113,-0.404393,0.210966,0.412419,0,1,-0.0499381
-1,0.23791,-0.0253688,0.103838,-0.0722268,0.332974,0.161898,0,1,-0.0253688
-1,0.511406,-0.040463,1.09879,0.780931,1.27633,1.10007,0,1,-0.040463
-1,0.332117,-0.0242833,-0.777666,-0.768786,-0.691099,-0.790931,0,1,-0.0242833
1,0.0281005,-0.602695,-0.642409,-0.0910983,-1.69501,-0.650779,0,1,0.0281005
-1,0.457393,-0.0667365,-0.600871,-0.205114,0.111893,-0.56454,0,2,-0.0667365
-1,0.96403,-0.0307783,-1.56223,-1.47796,-1.52568,-1.5788,0,1,-0.0307783
