direction,take_profit,stop_loss,open,high,low,close,volume,weight,result
1,0.0459903,-0.33827,-1.65438,-1.48607,-1.45918,-1.64715,0,2,0.0459903
1,0.440238,-0.0153611,1.26716,1.22702,1.6192,1.23024,0,2,0.440238
-1,0.229332,-0.0247385,-1.17808,-0.553004,-0.70751,-1.15076,0,1,-0.0247385
-1,0.440238,-0.0153611,1.26716,1.22702,1.6192,1.23024,0,2,-0.0153611
1,0.0167362,-0.932468,1.68957,1.68184,1.74517,1.67971,0,1,0.0167362
1,0.0543054,-0.0633418,-1.28229,-1.23658,-1.39698,-1.26694,0,1,0.0543054
-1,0.691188,-0.0223857,-0.0729898,-0.169313,0.0030397,-0.0667063,0,2,-0.0223857
1,0.0506926,-0.266425,0.410776,-0.0925717,0.505649,0.441685,0,1,0.0506926
-1,0.0543054,-0.0633418,-1.28229,-1.23658,-1.39698,-1.26694,0,1,-0.0633418
-1,0.531487,-0.0850826,-1.5766,-0.965021,-1.27106,-1.5806,0,1,-0.0850826
-1,0.158274,-0.0121458,-1.11592,-1.51302,-0.99615,-1.1321,0,1,-0.0121458
-1,0.486604,-0.0592797,0.441999,0.367947,0.115061,0.399346,0,2,-0.0592797
1,0.0832511,-0.245739,-0.963,-1.16017,-1.39869,-0.977143,0,2,0.0832511
-1,0.880433,-0.051574,1.80955,1.54735,1.878,1.77252,0,2,-0.051574
-1,0.285645,-0.0479141,1.31748,1.0338,1.13466,1.34898,0,2,-0.0479141
-1,0.346395,-0.033289,-0.779411,-0.583457,-0.631101,-0.775583,0,2,-0.033289
1,0.0156056,-0.297291,1.59907,1.31067,1.175,1.60022,0,2,0.0156056
1,0.0218136,-0.905167,0.264051,1.78311,1.52334,0.198449,0,2,0.0218136
1,0.0495344,-0.482959,-1.0581,-0.673204,-1.0627,-1.058,0,2,0.0495344
-1,0.93009,-0.0744879,-0.972473,-0.599921,-0.469748,-1.00131,0,2,-0.0744879
1,0.0850983,-0.797121,1.5176,1.10519,1.36451,1.49512,0,2,0.0850983
1,0.0321729,-0.217443,0.0588499,0.0671902,1.05978,0.0408226,0,1,0.0321729
-1,0.542785,-0.0333453,-0.782967,-1.28106,-1.01321,-0.788088,0,2,-0.0333453
1,0.0367848,-0.824088,-1.4132,-1.28294,-0.909457,-1.41632,0,2,0.0367848
-1,0.634219,-0.0592197,1.15157,0.62034,1.04037,1.11898,0,1,-0.0592197
-1,0.500686,-0.0984158,-1.23926,-1.69957,-1.50138,-1.2254,0,2,-0.0984158
1,0.0177559,-0.643373,1.19791,1.33333,1.40278,1.19979,0,2,0.0177559
1,0.0145196,-0.850327,0.340287,-0.561585,-0.276226,0.356045,0,1,0.0145196
-1,0.375747,-0.097245,1.0694,0.486827,-0.0793988,1.07482,0,1,-0.097245
-1,0.352917,-0.0799345,-1.53162,-0.989677,-1.05653,-1.54565,0,2,-0.0799345
1,0.0278093,-0.777347,-0.481373,-1.23061,-1.10735,-0.521127,0,2,0.0278093
1,0.0311183,-0.205078,0.85253,1.20917,1.1079,0.841145,0,1,0.0311183
1,0.109295,-0.196765,-1.29861,-1.32515,-1.35115,-1.30012,0,2,0.109295
-1,0.125035,-0.0484456,-0.421517,-0.329258,-0.502146,-0.408632,0,1,-0.0484456
1,0.06812,-0.274019,-1.19233,-0.20291,-0.415939,-1.16265,0,2,0.06812
-1,0.352716,-0.0412189,-0.270313,-1.2965,-1.34454,-0.261865,0,2,-0.0412189
1,0.0512886,-0.717341,-1.2078,-1.69352,-0.876183,-1.23097,0,1,0.0512886
-1,0.215547,-0.0692416,0.580847,0.352412,0.187955,0.483028,0,2,-0.0692416
-1,0.222956,-0.0626912,-1.49408,-1.61704,-1.68704,-1.50823,0,1,-0.0626912
-1,0.918894,-0.103836,-0.748991,-0.230047,-0.315187,-0.71541,0,2,-0.103836
1,0.0663959,-0.44674,-1.49757,-1.56152,-1.36984,-1.70582,0,2,0.0663959
-1,0.659335,-0.0512247,-1.73414,-1.21903,-1.46662,-1.71857,0,1,-0.0512247
1,0.0767166,-0.581199,-0.701754,-0.807146,-0.462915,-0.690888,0,2,0.0767166
1,0.0804969,-0.345754,0.721422,0.0116702,1.10532,0.737268,0,2,0.0804969
1,0.0344411,-0.236035,0.409238,1.19806,1.15756,0.371736,0,2,0.0344411
1,0.0257338,-0.117131,-0.252392,-1.13775,-1.38716,-0.266171,0,2,0.0257338
1,0.0919045,-0.439036,1.14728,1.01714,0.926564,1.11235,0,1,0.0919045
1,0.0730673,-0.943829,-1.21137,-1.37772,-1.88076,-1.22102,0,2,0.0730673
1,0.0544446,-0.874403,1.0739,0.653384,0.450171,1.06311,0,2,0.0544446
1,0.0399456,-0.934656,0.622928,0.485138,0.946899,0.592765,0,1,0.0399456
1,0.0714005,-0.795213,-1.31077,-1.3149,-1.6938,-1.36934,0,2,0.0714005
1,0.0123424,-0.143127,0.983913,0.974851,0.144934,1.06328,0,-2,0.0123424
-1,0.24009,-0.0737451,-1.54529,-0.745063,-0.933642,-1.5354,0,2,-0.0737451
-1,0.658488,-0.142782,-0.935338,0.211237,-0.142078,-0.954532,0,2,-0.142782
-1,0.333442,-0.0767293,-1.62928,-1.59834,-1.43845,-1.62427,0,2,-0.0767293
1,0.0688164,-0.155515,0.446065,-0.0394443,-1.076,0.471962,0,1,0.0688164
1,0.073946,-0.396709,-0.0905733,-0.728057,-1.70928,-0.0811394,0,1,0.073946
1,0.0706604,-0.133907,0.309313,0.397761,0.242714,0.344534,0,1,0.0706604
1,0.129033,-0.189393,1.14418,-0.257907,0.920263,1.08168,0,2,0.129033
1,0.0520903,-0.25892,0.334673,-0.886895,-1.1135,0.28995,0,1,0.0520903
-1,0.293754,-0.0733108,-1.10467,-1.21228,-1.096,-1.1077,0,2,-0.0733108
1,0.0713569,-0.944159,-0.82995,-0.959899,-0.40534,-0.823746,0,2,0.0713569
-1,0.837998,-0.0633608,0.13374,-0.174693,0.25824,0.126984,0,2,-0.0633608
1,0.0712293,-0.638151,0.644391,0.484953,0.201109,0.648526,0,1,0.0712293
1,0.0875515,-0.690108,-1.14433,-0.969928,-1.32668,-1.12943,0,2,0.0875515
-1,0.748112,-0.0843612,-1.2643,-0.728498,-1.07418,-1.27008,0,1,-0.0843612
-1,0.841786,-0.144169,-1.66321,-1.40048,-1.19754,-1.66746,0,2,-0.144169
1,0.0842595,-0.258123,1.24139,1.06661,1.25795,1.22708,0,1,0.0842595
-1,0.336465,-0.0210787,1.59045,1.62458,1.46713,1.59455,0,1,-0.0210787
-1,0.979995,-0.0667559,0.272033,-0.108427,-0.107512,0.287892,0,1,-0.0667559
1,0.646444,-0.0171281,1.7007,1.24265,1.6579,1.68273,0,1,0.646444
-1,0.0154188,-0.199053,-1.18432,-1.34016,-1.44084,-1.17144,0,2,-0.199053
1,0.336465,-0.0210787,1.59045,1.62458,1.46713,1.59455,0,1,0.336465
-1,0.0123424,-0.143127,0.983913,0.974851,0.144934,1.06328,0,-2,-0.143127
1,0.314625,-0.0119481,-0.307005,-0.21484,0.121167,-0.297334,0,2,0.314625
1,0.545438,-0.0425822,0.535328,1.12059,0.0329114,0.573603,0,2,0.545438
1,0.0192661,-0.773011,0.369541,0.938437,0.64933,0.374226,0,2,0.0192661
-1,0.636795,-0.0324874,-0.58292,-0.972066,-0.709481,-0.633769,0,1,-0.0324874
1,0.535061,-0.0155113,0.190589,-0.106042,-0.453427,0.0818008,0,1,0.535061
-1,0.0527753,-0.373372,1.10614,0.836748,1.24265,1.06862,0,2,-0.373372
1,0.864666,-0.0370627,0.539573,0.55848,0.80153,0.527949,0,2,0.864666
-1,0.0200906,-0.15583,-1.55191,-1.32822,-1.04331,-1.56059,0,1,-0.15583
-1,0.0406256,-0.340225,-1.35205,-1.03679,-1.05876,-1.32184,0,2,-0.340225
-1,0.0257338,-0.117131,-0.252392,-1.13775,-1.38716,-0.266171,0,2,-0.117131
-1,0.047851,-0.324962,1.22756,1.58354,1.3457,1.23387,0,1,-0.324962
-1,0.0192661,-0.773011,0.369541,0.938437,0.64933,0.374226,0,2,-0.773011
1,0.636795,-0.0324874,-0.58292,-0.972066,-0.709481,-0.633769,0,1,0.636795
-1,0.0665235,-0.0863356,-0.528276,-0.296632,-0.702418,-0.439147,0,1,-0.0863356
1,0.771064,-0.0764358,-1.8114,-1.86544,-1.93529,-1.78769,0,1,0.771064
1,0.743862,-0.0293344,-0.561791,-0.861197,-0.731748,-0.573992,0,1,0.743862
-1,0.0560662,-0.602827,-0.347912,-1.081,-0.717322,-0.260539,0,2,-0.602827
-1,0.0635407,-0.291936,0.00854429,0.948349,0.258601,0.115034,0,1,-0.291936
1,0.634467,-0.0181357,0.193213,-0.555624,-0.0689018,0.154685,0,2,0.634467
1,0.46696,-0.0235205,-1.19684,-0.579387,-0.494377,-1.21925,0,2,0.46696
1,0.203978,-0.0634649,1.77533,1.89785,1.82197,1.77801,0,2,0.203978
1,0.654562,-0.0647703,-0.883647,-1.39389,-1.28818,-0.909729,0,1,0.654562
1,0.0665235,-0.0863356,-0.528276,-0.296632,-0.702418,-0.439147,0,1,0.0665235
-1,0.0218136,-0.905167,0.264051,1.78311,1.52334,0.198449,0,2,-0.905167
-1,0.0850096,-0.658043,1.37926,1.57302,1.86052,1.36222,0,2,-0.658043
1,0.593803,-0.0930094,1.07077,0.857549,-1.25369,1.08655,0,1,0.593803
-1,0.083199,-0.302383,-1.16698,-1.34982,-1.43471,-1.20667,0,2,-0.302383
1,0.873124,-0.0729765,-0.501624,-0.64066,0.244232,-0.519187,0,1,0.873124
1,0.380157,-0.0448627,-0.301123,-0.670517,0.0583538,-0.283821,0,2,0.380157
-1,0.0873513,-0.939109,0.55758,0.559587,1.40226,0.552634,0,2,-0.939109
1,0.874346,-0.107182,1.80082,1.92068,1.84735,1.81672,0,1,0.874346
1,0.512278,-0.0779588,-1.66924,-1.4569,-1.18912,-1.66594,0,1,0.512278
1,0.72693,-0.0586504,0.306001,0.237696,0.263308,0.295558,0,1,0.72693
1,0.240404,-0.110882,0.511783,0.0549258,0.342369,0.523514,0,1,0.240404
1,0.154312,-0.107163,-1.21057,-1.04631,-1.45753,-1.23352,0,2,0.154312
-1,0.123771,-0.960372,-1.20546,-1.56154,-1.34476,-1.18834,0,1,-0.960372
-1,0.130807,-0.793335,0.237582,-0.593612,0.379402,0.234113,0,2,-0.793335
-1,0.115412,-0.820224,-0.481447,-0.613012,0.125903,-0.473976,0,1,-0.820224
-1,0.0167362,-0.932468,1.68957,1.68184,1.74517,1.67971,0,1,-0.932468
1,0.855016,-0.0825041,-0.812425,0.255355,0.569887,-0.830666,0,2,0.855016
