direction,take_profit,stop_loss,open,high,low,close,weight,result
1,0.0106929,-0.0379628,-0.88687,-0.658503,-0.667318,-0.0931603,2,0.0106929
-1,0.0106929,-0.0379628,-0.88687,-0.658503,-0.667318,-0.0931603,2,-0.0379628
1,0.0533165,-0.502561,-0.937462,-0.887702,-0.984357,-0.468058,1,0.0533165
1,0.113534,-0.945354,-0.189377,-0.574995,0.114118,-0.38292,-2,0.113534
1,0.0575134,-0.0878161,0.366893,0.356732,1.30405,0.842853,-2,0.0575134
-1,0.579455,-0.0727422,0.659347,0.231755,0.0573715,0.641731,2,-0.0727422
-1,0.688098,-0.0537031,-0.986906,-1.32176,-1.62884,-0.84526,2,-0.0537031
1,0.0872831,-0.711228,-1.21879,-1.21319,-0.920422,-0.748232,-2,0.0872831
1,0.0197259,-0.929618,1.36723,1.7424,1.49179,1.16737,2,0.0197259
-1,0.0575134,-0.0878161,0.366893,0.356732,1.30405,0.842853,-2,-0.0878161
1,0.0239767,-0.190871,1.20033,1.16714,-1.26446,-0.586647,2,0.0239767
-1,0.188144,-0.132126,1.30245,0.554567,0.661492,-0.461997,2,-0.132126
1,0.0976368,-0.464817,1.30929,1.00126,1.29916,1.29939,1,0.0976368
-1,0.0246301,-0.773351,-1.07451,-1.40182,-1.98329,-1.90075,-2,-0.773351
-1,0.797176,-0.0136833,-0.129421,-1.43787,-0.581261,-0.936832,2,-0.0136833
1,0.127731,-0.0181378,1.27989,1.07901,1.11374,1.1256,2,0.127731
1,0.797176,-0.0136833,-0.129421,-1.43787,-0.581261,-0.936832,2,0.797176
1,0.847213,-0.0469541,1.46061,1.34935,1.62148,1.21277,2,0.847213
-1,0.0708574,-0.404328,-0.41476,-1.24215,-1.05705,-1.4622,-2,-0.404328
-1,0.0197259,-0.929618,1.36723,1.7424,1.49179,1.16737,2,-0.929618
-1,0.0239767,-0.190871,1.20033,1.16714,-1.26446,-0.586647,2,-0.190871
-1,0.0442745,-0.653132,-0.37626,0.00556185,0.326224,0.397248,-2,-0.653132
1,0.560915,-0.0775638,-0.112052,-0.499719,0.758982,0.683416,2,0.560915
-1,0.60909,-0.0473758,-1.09286,-0.199885,-0.559663,-0.0715545,-2,-0.0473758
1,0.0361728,-0.896855,0.421855,-0.363013,0.339649,0.323217,-2,0.0361728
1,0.0442745,-0.653132,-0.37626,0.00556185,0.326224,0.397248,-2,0.0442745
-1,0.745941,-0.163022,1.76012,1.93141,1.4913,1.9033,2,-0.163022
1,0.0246301,-0.773351,-1.07451,-1.40182,-1.98329,-1.90075,-2,0.0246301
1,0.135823,-0.216259,0.994616,0.398533,0.103423,0.364483,1,0.135823
-1,0.127731,-0.0181378,1.27989,1.07901,1.11374,1.1256,2,-0.0181378
-1,0.866899,-0.152269,-1.82078,-1.70162,-1.82325,-1.63998,-2,-0.152269
1,0.207229,-0.479035,-0.976711,-1.12384,-0.730442,-0.973913,2,0.207229
1,0.193736,-0.510119,0.331773,0.981402,1.74438,1.88602,2,0.193736
1,0.0114848,-0.652674,-1.46533,-1.375,-1.38398,-1.39846,2,0.0114848
1,0.188144,-0.132126,1.30245,0.554567,0.661492,-0.461997,2,0.188144
-1,0.0245883,-0.353654,2.01826,2.03239,1.69676,1.71544,2,-0.353654
1,0.143895,-0.548684,1.84388,1.9601,1.63741,1.8956,2,0.143895
-1,0.847213,-0.0469541,1.46061,1.34935,1.62148,1.21277,2,-0.0469541
-1,0.973428,-0.0807752,0.660806,1.348,1.30506,1.05416,2,-0.0807752
1,0.0243127,-0.602756,1.68669,1.72558,1.83017,1.78403,-2,0.0243127
-1,0.555823,-0.0303349,0.739608,0.619456,0.522367,0.519557,-2,-0.0303349
1,0.0245883,-0.353654,2.01826,2.03239,1.69676,1.71544,2,0.0245883
1,0.0708574,-0.404328,-0.41476,-1.24215,-1.05705,-1.4622,-2,0.0708574
1,0.0148451,-0.449265,-0.960724,-0.779356,-0.769788,-0.253857,2,0.0148451
-1,0.560915,-0.0775638,-0.112052,-0.499719,0.758982,0.683416,2,-0.0775638
1,0.0211809,-0.817253,-1.61112,-1.35269,-0.849982,-0.909027,-2,0.0211809
-1,0.97194,-0.0719367,-1.62967,-1.59117,-1.40022,-1.50429,-2,-0.0719367
1,0.0875588,-0.222958,0.593273,0.646453,0.0289168,-0.930024,2,0.0875588
1,0.0597583,-0.185703,0.339295,0.727829,1.43254,1.67303,2,0.0597583
-1,0.135823,-0.216259,0.994616,0.398533,0.103423,0.364483,1,-0.216259
-1,0.955593,-0.0853824,0.516949,0.579857,0.262402,0.509938,2,-0.0853824
1,0.093644,-0.489301,-0.606678,0.84681,-1.18316,-0.0489364,2,0.093644
