direction,take_profit,stop_loss,open,high,low,close,volume,weight,result
-1,0.0348487,-0.634829,1.76797,1.745,1.76719,1.7608,0,2,-0.634829
1,0.0140809,-0.835408,-0.158778,-1.12692,-0.328542,-0.185991,0,1,0.0140809
1,0.0460013,-0.065611,-0.919206,-1.06264,-1.05174,-0.961494,0,2,0.0460013
-1,0.834957,-0.0453063,-0.230458,-0.237251,-0.150565,-0.252681,0,1,-0.0453063
1,0.0466516,-0.69907,1.16215,1.02112,1.11479,1.14327,0,1,0.0466516
1,0.0169521,-0.479445,0.395526,1.55834,0.934605,0.422956,0,1,0.0169521
-1,0.531435,-0.0476154,-1.35978,-1.3534,-1.41276,-1.37686,0,2,-0.0476154
1,0.019811,-0.997081,-0.0184292,-1.25103,-0.134491,0.0209936,0,2,0.019811
-1,0.414246,-0.0726051,-1.21934,-0.521322,-0.483413,-1.22452,0,1,-0.0726051
-1,0.0460013,-0.065611,-0.919206,-1.06264,-1.05174,-0.961494,0,2,-0.065611
-1,0.339551,-0.0525064,1.73538,1.70934,1.71959,1.65614,0,1,-0.0525064
1,0.0542313,-0.955697,-0.667413,-0.825797,-1.1664,-0.553564,0,1,0.0542313
-1,0.483206,-0.0456465,0.0660724,-0.173339,0.969913,0.225648,0,2,-0.0456465
1,0.0278512,-0.408242,0.278325,1.58352,1.13417,0.282391,0,1,0.0278512
1,0.0602988,-0.549556,-0.5213,-0.936282,-1.35081,-0.493034,0,2,0.0602988
1,0.0331955,-0.647417,0.470192,0.624405,0.954455,0.465317,0,2,0.0331955
1,0.022241,-0.253498,1.21076,1.52824,1.2228,1.18885,0,1,0.022241
-1,0.901207,-0.0845275,-1.43139,-1.36543,-1.13635,-1.43007,0,1,-0.0845275
1,0.0670883,-0.626114,-1.48592,-1.60633,-1.52474,-1.45964,0,2,0.0670883
1,0.0557849,-0.607911,1.26066,1.21259,1.13993,1.26351,0,1,0.0557849
1,0.0348487,-0.634829,1.76797,1.745,1.76719,1.7608,0,2,0.0348487
1,0.0767104,-0.548462,-0.428319,-1.66995,-1.20583,-0.448542,0,1,0.0767104
-1,0.0835949,-0.0434088,-0.437433,-0.809674,-1.48703,-0.422946,0,2,-0.0434088
-1,0.951572,-0.031158,-1.42692,-1.40416,-1.54715,-1.38267,0,1,-0.031158
1,0.0320558,-0.650319,-0.64096,-0.914294,-1.06112,-0.601303,0,1,0.0320558
1,0.0501459,-0.709917,-0.431138,0.0164325,0.235819,-0.398461,0,2,0.0501459
-1,0.989148,-0.0627611,-0.889259,-1.11556,-0.931899,-0.877224,0,1,-0.0627611
1,0.0395683,-0.833642,1.38582,1.31008,1.75063,1.40157,0,1,0.0395683
-1,0.618299,-0.0875954,-1.51963,-1.40116,-1.30077,-1.54241,0,1,-0.0875954
-1,0.534396,-0.0538234,1.72027,1.41678,1.20835,1.7626,0,2,-0.0538234
-1,0.869134,-0.0318569,1.3943,1.1558,1.09467,1.41862,0,2,-0.0318569
-1,0.671409,-0.0684295,0.749088,-0.201357,0.633912,0.63655,0,1,-0.0684295
1,0.0933582,-0.170646,-1.63844,-1.65034,-1.55035,-1.62791,0,2,0.0933582
1,0.0303534,-0.654553,1.285,1.68086,1.21149,1.31485,0,2,0.0303534
1,0.0345671,-0.158443,-0.543701,-1.21355,-1.49332,-0.577842,0,1,0.0345671
-1,0.118073,-0.0208758,-0.313133,0.414816,0.314712,-0.241464,0,1,-0.0208758
-1,0.58615,-0.0678986,-1.44599,-1.12522,-1.16108,-1.41501,0,2,-0.0678986
-1,0.65479,-0.0844514,0.542464,0.643815,0.418484,0.516369,0,1,-0.0844514
1,0.0843137,-0.680066,-1.32421,-0.422553,-0.136526,-1.28983,0,2,0.0843137
-1,0.25866,-0.0312983,0.526292,0.906257,0.990728,0.528579,0,1,-0.0312983
1,0.059786,-0.974085,-1.01984,-1.23245,-0.785988,-0.993435,0,1,0.059786
-1,0.444445,-0.0435786,1.91159,1.9265,1.05652,1.90011,0,2,-0.0435786
-1,0.116462,-0.0123288,0.541931,1.3096,0.957845,0.467555,0,2,-0.0123288
-1,0.21523,-0.0793939,-0.820992,-0.209664,0.0907066,-0.878628,0,1,-0.0793939
-1,0.0881939,-0.0442608,-0.742409,-1.00882,-0.729481,-0.733506,0,2,-0.0442608
1,0.0879856,-0.190192,-1.21193,-1.45317,-1.64445,-1.22088,0,2,0.0879856
-1,0.99518,-0.0595453,1.43288,0.645785,1.38338,1.44011,0,1,-0.0595453
1,0.0233444,-0.254463,1.70083,1.4584,1.65198,1.72306,0,2,0.0233444
1,0.0898869,-0.814107,-0.120976,-0.759325,-0.707257,-0.0655492,0,1,0.0898869
-1,0.201765,-0.0846248,-1.40791,0.989487,-1.86968,-1.39797,0,2,-0.0846248
1,0.0222422,-0.938523,1.44014,1.19648,1.45721,1.42044,0,-1,0.0222422
1,0.0731176,-0.80094,1.4204,1.64799,1.15849,1.39222,0,2,0.0731176
-1,0.464377,-0.0749674,-1.31426,-1.16893,-1.73467,-1.27479,0,2,-0.0749674
-1,0.117244,-0.0761756,0.883232,0.957491,1.13559,0.885049,0,2,-0.0761756
-1,0.312691,-0.077197,-1.06652,-1.36243,-2.00565,-1.03911,0,1,-0.077197
-1,0.332393,-0.060487,0.118969,0.209485,0.555015,0.126007,0,2,-0.060487
1,0.0621588,-0.0721692,0.828859,0.610447,1.6906,0.757997,0,2,0.0621588
-1,0.893868,-0.0235373,-1.33472,-1.03849,-0.723013,-1.36439,0,1,-0.0235373
1,0.0937677,-0.614084,-0.675363,-0.517979,-0.417284,-0.724958,0,1,0.0937677
-1,0.353117,-0.0829446,-0.0192796,0.644638,0.616374,0.00685707,0,2,-0.0829446
-1,0.503118,-0.0389151,-0.601715,-1.02745,-1.40231,-0.521374,0,1,-0.0389151
1,0.0393566,-0.610199,0.678318,0.520851,1.16175,0.659898,0,1,0.0393566
-1,0.760952,-0.0583348,-1.34323,-1.1463,-1.2023,-1.35006,0,2,-0.0583348
1,0.0260188,-0.367147,0.493107,0.0249534,0.0845357,0.519003,0,2,0.0260188
-1,0.843037,-0.0238418,0.568388,1.58333,0.927956,0.54486,0,1,-0.0238418
1,0.0835949,-0.0434088,-0.437433,-0.809674,-1.48703,-0.422946,0,2,0.0835949
-1,0.813449,-0.121669,-1.26228,-1.06512,-1.03409,-1.25883,0,2,-0.121669
1,0.0902522,-0.836708,-0.491322,-1.01393,-0.916185,-0.513658,0,1,0.0902522
-1,0.0621588,-0.0721692,0.828859,0.610447,1.6906,0.757997,0,2,-0.0721692
-1,0.34416,-0.0632817,-0.930243,-1.21676,-0.867182,-0.919247,0,1,-0.0632817
1,0.102125,-0.901595,-0.232681,1.30419,0.260405,-0.207368,0,2,0.102125
1,0.732781,-0.0177435,0.545182,0.338977,-0.603439,0.615078,0,1,0.732781
-1,0.014172,-0.816721,-0.573092,-1.32481,-0.917634,-0.549176,0,1,-0.816721
1,0.0141818,-0.0439641,0.283904,1.61915,0.367521,0.304297,0,2,0.0141818
-1,0.785753,-0.0153877,-1.1843,-1.40402,-1.02864,-1.21578,0,2,-0.0153877
1,0.0115035,-0.452238,-0.638294,-1.20376,-1.14212,-0.643228,0,2,0.0115035
-1,0.0115035,-0.452238,-0.638294,-1.20376,-1.14212,-0.643228,0,2,-0.452238
1,0.785753,-0.0153877,-1.1843,-1.40402,-1.02864,-1.21578,0,2,0.785753
1,0.116462,-0.0123288,0.541931,1.3096,0.957845,0.467555,0,2,0.116462
1,0.843037,-0.0238418,0.568388,1.58333,0.927956,0.54486,0,1,0.843037
-1,0.0141818,-0.0439641,0.283904,1.61915,0.367521,0.304297,0,2,-0.0439641
-1,0.0459968,-0.28959,1.45863,1.67243,1.47745,1.41712,0,1,-0.28959
-1,0.0368305,-0.316821,-1.06894,-1.19923,-1.43393,-1.0667,0,2,-0.316821
-1,0.0276696,-0.561772,-0.691635,-0.851819,-0.553457,-0.703915,0,2,-0.561772
-1,0.0522288,-0.913387,0.178294,1.00516,1.03257,0.0793478,0,1,-0.913387
1,0.198796,-0.0400775,-1.6635,-1.26422,-1.22833,-1.67228,0,1,0.198796
-1,0.0222422,-0.938523,1.44014,1.19648,1.45721,1.42044,0,-1,-0.938523
-1,0.0260188,-0.367147,0.493107,0.0249534,0.0845357,0.519003,0,2,-0.367147
-1,0.0232882,-0.225958,-0.711439,-1.17304,-1.24875,-0.696027,0,2,-0.225958
1,0.893868,-0.0235373,-1.33472,-1.03849,-0.723013,-1.36439,0,1,0.893868
-1,0.0548957,-0.864421,0.0857463,0.0320929,-0.465829,0.0819405,0,1,-0.864421
-1,0.0148492,-0.10747,-0.67178,-0.478511,-0.506156,-0.670328,0,2,-0.10747
1,0.46018,-0.046203,-1.30357,-1.90605,-1.29945,-1.35083,0,1,0.46018
-1,0.0696732,-0.427424,1.14663,1.01101,1.74759,1.16718,0,1,-0.427424
1,0.404573,-0.0537923,1.10011,1.155,1.14793,1.12325,0,2,0.404573
-1,0.0576082,-0.616663,0.726084,0.850248,1.06007,0.746395,0,2,-0.616663
-1,0.022241,-0.253498,1.21076,1.52824,1.2228,1.18885,0,1,-0.253498
-1,0.0384741,-0.0695713,1.56214,1.08209,1.33956,1.63996,0,1,-0.0695713
-1,0.080195,-0.195685,-1.82028,-1.36502,-1.17107,-1.81663,0,1,-0.195685
-1,0.0618705,-0.626575,0.0620424,-0.249108,-1.304,0.117102,0,1,-0.626575
1,0.308707,-0.0437295,-1.46445,-1.32294,-1.01417,-1.42522,0,1,0.308707
-1,0.0329449,-0.568159,1.24868,0.815969,1.18451,1.24923,0,2,-0.568159
-1,0.0153909,-0.176883,-1.30001,-1.26084,-1.32448,-1.24849,0,2,-0.176883
1,0.345423,-0.0704842,-0.752686,-1.08357,-0.995496,-0.834463,0,2,0.345423
-1,0.0789001,-0.749149,-1.91162,-1.53635,-1.72629,-1.91973,0,1,-0.749149
-1,0.0249836,-0.454975,-1.1976,-0.622335,-0.63588,-1.24912,0,1,-0.454975
1,0.102791,-0.0704362,1.10276,0.400429,-0.67445,1.06242,0,2,0.102791
-1,0.0950694,-0.294001,1.07606,0.726616,0.586888,1.04747,0,1,-0.294001
-1,0.0643706,-0.579597,-1.4246,-1.5388,-0.621429,-1.39201,0,2,-0.579597
-1,0.1009,-0.457244,0.526748,0.0768042,-0.692672,0.512469,0,2,-0.457244
-1,0.0648877,-0.636029,1.52637,1.4111,1.67327,1.57089,0,1,-0.636029
1,0.362142,-0.0687988,-1.71485,-1.78952,-1.4604,-1.73601,0,1,0.362142
-1,0.0365833,-0.44786,0.824799,0.464054,1.10151,0.811114,0,2,-0.44786
-1,0.0853623,-0.305342,1.46443,1.27203,1.18032,1.51672,0,1,-0.305342
1,0.0384741,-0.0695713,1.56214,1.08209,1.33956,1.63996,0,1,0.0384741
-1,0.0745266,-0.31631,-1.6438,-1.60015,-1.24264,-1.68612,0,2,-0.31631
1,0.501445,-0.106379,0.35581,-0.0223985,0.456099,0.379712,0,1,0.501445
1,0.514809,-0.0840464,-1.92869,-1.64367,-1.43909,-1.91175,0,1,0.514809
-1,0.0589007,-0.65678,-1.54834,-1.4911,-1.36131,-1.52252,0,1,-0.65678
-1,0.0140809,-0.835408,-0.158778,-1.12692,-0.328542,-0.185991,0,1,-0.835408
1,0.34416,-0.0632817,-0.930243,-1.21676,-0.867182,-0.919247,0,1,0.34416
1,0.969083,-0.0784374,1.38406,1.4558,1.64987,1.369,0,2,0.969083
1,0.760952,-0.0583348,-1.34323,-1.1463,-1.2023,-1.35006,0,2,0.760952
1,0.481155,-0.0904257,-1.90336,-1.74548,-1.3953,-1.90663,0,2,0.481155
1,0.968487,-0.123235,0.884763,0.536307,0.922007,0.844628,0,1,0.968487
1,0.331208,-0.0453043,-1.90717,-1.64293,-0.931894,-1.89653,0,1,0.331208
1,0.332393,-0.060487,0.118969,0.209485,0.555015,0.126007,0,2,0.332393
-1,0.0501459,-0.709917,-0.431138,0.0164325,0.235819,-0.398461,0,2,-0.709917
-1,0.0902318,-0.642184,-1.33983,-1.39722,-1.3055,-1.33404,0,1,-0.642184
-1,0.0533111,-0.505685,-0.959559,-1.89777,-2.01722,-0.944925,0,1,-0.505685
-1,0.0838901,-0.424419,-0.736016,-0.195912,-0.0570897,-0.750993,0,2,-0.424419
-1,0.0953682,-0.748518,-0.553106,-0.673523,-0.437087,-0.566595,0,2,-0.748518
-1,0.101395,-0.812632,1.56937,1.71812,1.74704,1.52927,0,1,-0.812632
-1,0.102791,-0.0704362,1.10276,0.400429,-0.67445,1.06242,0,2,-0.0704362
1,0.483206,-0.0456465,0.0660724,-0.173339,0.969913,0.225648,0,2,0.483206
-1,0.0280914,-0.21906,-1.48841,-1.24302,-1.38611,-1.49166,0,1,-0.21906
-1,0.0319429,-0.621953,-0.954066,-0.171578,-0.421289,-0.957324,0,2,-0.621953
1,0.534396,-0.0538234,1.72027,1.41678,1.20835,1.7626,0,2,0.534396
-1,0.059786,-0.974085,-1.01984,-1.23245,-0.785988,-0.993435,0,1,-0.974085
1,0.250847,-0.13027,-0.923645,-1.08496,-1.08049,-0.861906,0,1,0.250847
-1,0.0916553,-0.431422,0.864924,0.323132,0.721354,0.85797,0,1,-0.431422
-1,0.0308078,-0.142408,-1.74013,-1.55154,-1.40482,-1.71916,0,2,-0.142408
-1,0.0963757,-0.932914,1.57789,1.29328,1.28852,1.58143,0,2,-0.932914
1,0.99518,-0.0595453,1.43288,0.645785,1.38338,1.44011,0,1,0.99518
-1,0.115143,-0.338849,-0.719848,-1.11207,-1.19055,-0.713036,0,2,-0.338849
-1,0.125327,-0.352825,0.974106,0.696159,0.828589,0.975635,0,1,-0.352825
1,0.287235,-0.0267786,0.562509,1.31126,1.60081,0.562509,0,2,0.287235
1,0.731063,-0.107133,-0.215492,1.41951,1.63028,-0.256303,0,2,0.731063
-1,0.0557849,-0.607911,1.26066,1.21259,1.13993,1.26351,0,1,-0.607911
1,0.967805,-0.102662,-1.19281,-1.04061,-0.792427,-1.15558,0,2,0.967805
1,0.859983,-0.140737,-0.116552,0.152729,0.457164,-0.0681648,0,2,0.859983
-1,0.117576,-0.483819,1.46621,1.34988,1.76338,1.48698,0,1,-0.483819
1,0.339551,-0.0525064,1.73538,1.70934,1.71959,1.65614,0,1,0.339551
-1,0.0466516,-0.69907,1.16215,1.02112,1.11479,1.14327,0,1,-0.69907
1,0.834957,-0.0453063,-0.230458,-0.237251,-0.150565,-0.252681,0,1,0.834957
1,0.396071,-0.106536,-1.53428,-1.27433,-1.27113,-1.55719,0,1,0.396071
1,0.531435,-0.0476154,-1.35978,-1.3534,-1.41276,-1.37686,0,2,0.531435
-1,0.0542313,-0.955697,-0.667413,-0.825797,-1.1664,-0.553564,0,1,-0.955697
1,0.159277,-0.0801679,-1.52712,-1.49328,-1.64292,-1.57889,0,1,0.159277
1,0.168245,-0.0727556,-0.585604,-1.12057,-1.60224,-0.570823,0,2,0.168245
1,0.591265,-0.102837,0.11286,0.208891,-0.311748,-0.0159894,0,2,0.591265
-1,0.107886,-0.149485,1.10728,0.782145,0.159033,1.09767,0,1,-0.149485
-1,0.111423,-0.667003,1.75459,1.58922,1.78021,1.77103,0,1,-0.667003
1,0.665755,-0.133142,-0.927937,-1.01007,-0.986605,-0.99957,0,2,0.665755
