direction,take_profit,stop_loss,open,high,low,close,weight,result
-1,0.0193995,-0.617888,-0.206605,-0.811004,-0.314806,0.5339,-2,-0.617888
-1,0.0740178,-0.929411,1.47701,1.72612,2.01662,1.49891,1,-0.929411
-1,0.0507379,-0.156346,0.860905,0.904622,0.594821,0.748067,2,-0.156346
-1,0.0121774,-0.0564817,-0.907767,-1.0258,-1.75073,-1.72483,2,-0.0564817
1,0.804765,-0.0604183,-1.21361,-1.67732,-1.61241,-1.51691,-2,0.804765
1,0.268051,-0.108806,-1.09802,-0.4401,-0.0127276,-0.472868,1,0.268051
1,0.0121774,-0.0564817,-0.907767,-1.0258,-1.75073,-1.72483,2,0.0121774
-1,0.0440374,-0.426544,0.349284,0.150205,0.862494,1.34134,2,-0.426544
1,0.301891,-0.0460599,-1.66702,-1.4496,-1.47893,-1.28217,-2,0.301891
1,0.32829,-0.110375,0.665631,1.32825,0.998779,1.54175,-2,0.32829
-1,0.504019,-0.0122568,1.57415,0.551591,1.41628,1.6861,2,-0.0122568
1,0.0119895,-0.349832,1.19681,1.77557,1.44051,1.84589,2,0.0119895
1,0.0474815,-0.342341,0.0426709,-1.75746,-1.166,-1.39708,-2,0.0474815
-1,0.0119895,-0.349832,1.19681,1.77557,1.44051,1.84589,2,-0.349832
-1,0.0389623,-0.831994,1.81331,1.84703,1.86388,1.53092,2,-0.831994
-1,0.301891,-0.0460599,-1.66702,-1.4496,-1.47893,-1.28217,-2,-0.0460599
-1,0.463279,-0.0615819,0.653942,1.06148,-1.90423,1.18325,2,-0.0615819
1,0.0440374,-0.426544,0.349284,0.150205,0.862494,1.34134,2,0.0440374
-1,0.807175,-0.0576485,-0.438134,-0.429553,-1.35381,-1.82529,2,-0.0576485
1,0.0389623,-0.831994,1.81331,1.84703,1.86388,1.53092,2,0.0389623
-1,0.0770006,-0.0498083,0.717214,0.0726903,-0.446698,-1.04383,-2,-0.0498083
1,0.0479515,-0.581276,1.16446,1.12584,1.34415,1.0623,-2,0.0479515
1,0.0647781,-0.89165,1.69985,1.26638,1.8441,0.76612,2,0.0647781
-1,0.40403,-0.0662701,0.128927,-0.751003,0.488533,-1.29556,-2,-0.0662701
-1,0.672915,-0.10783,-0.12664,-1.37394,-1.69031,-1.5875,2,-0.10783
1,0.0770006,-0.0498083,0.717214,0.0726903,-0.446698,-1.04383,-2,0.0770006
1,0.059397,-0.500591,0.699893,1.45924,1.12658,1.34989,-2,0.059397
1,0.0945889,-0.224749,0.566792,-0.217034,0.730551,-0.899204,2,0.0945889
-1,0.221051,-0.0636322,1.68696,1.77585,1.75508,1.88524,-2,-0.0636322
1,0.111762,-0.784477,1.93704,1.92025,1.36747,1.47071,2,0.111762
-1,0.966451,-0.159076,0.183931,0.184665,-0.383923,-0.384035,-2,-0.159076
1,0.160513,-0.842258,0.0277072,0.613123,0.614711,0.375102,-2,0.160513
-1,0.804765,-0.0604183,-1.21361,-1.67732,-1.61241,-1.51691,-2,-0.0604183
-1,0.974711,-0.0639058,-0.174848,-0.664457,0.195513,0.361563,2,-0.0639058
-1,0.208167,-0.181929,-0.31694,-1.4811,0.370108,-0.625177,2,-0.181929
-1,0.93839,-0.163067,0.903075,0.885644,1.19475,1.34465,2,-0.163067
-1,0.423852,-0.125169,0.770158,0.345328,1.32452,0.689233,-2,-0.125169
1,0.208167,-0.181929,-0.31694,-1.4811,0.370108,-0.625177,2,0.208167
1,0.0193995,-0.617888,-0.206605,-0.811004,-0.314806,0.5339,-2,0.0193995
-1,0.891883,-0.137294,0.123265,0.0707223,0.165218,-0.251192,2,-0.137294
-1,0.950325,-0.139654,-0.250831,0.905704,0.848667,1.34539,2,-0.139654
1,0.0507379,-0.156346,0.860905,0.904622,0.594821,0.748067,2,0.0507379
1,0.130136,-0.683346,-0.743045,-1.06281,-0.938961,-1.09187,1,0.130136
-1,0.56981,-0.181378,0.0142408,-0.125119,0.351,0.102449,-2,-0.181378
1,0.116966,-0.726945,1.51236,1.45282,1.71491,1.37225,2,0.116966
-1,0.616056,-0.10793,-0.772786,1.20495,3.18955e-06,1.52956,-2,-0.10793
-1,0.334147,-0.189302,-0.805303,-1.01648,-1.87034,-1.20247,2,-0.189302
1,0.0915275,-0.432505,0.656696,0.594895,0.778141,-0.0154876,2,0.0915275
1,0.195236,-0.653699,-1.18461,-1.02983,-0.82886,-0.503356,-2,0.195236
1,0.144646,-0.97335,0.196999,0.343548,0.571671,0.852892,2,0.144646
-1,0.974752,-0.034023,-0.100511,0.750746,0.11542,-0.750011,2,-0.034023
1,0.16866,-0.503768,1.55186,1.42725,1.68666,1.10725,1,0.16866
1,0.906901,-0.020241,0.776285,1.83751,-0.624771,-0.519444,-2,0.906901
1,0.713598,-0.0153401,-1.31225,-0.676479,-1.67682,-0.422311,-2,0.713598
-1,0.713598,-0.0153401,-1.31225,-0.676479,-1.67682,-0.422311,-2,-0.0153401
-1,0.906901,-0.020241,0.776285,1.83751,-0.624771,-0.519444,-2,-0.020241
-1,0.32829,-0.110375,0.665631,1.32825,0.998779,1.54175,-2,-0.110375
1,0.0538044,-0.339874,1.25172,1.09871,0.766965,1.28891,-2,0.0538044
1,0.202841,-0.562753,-0.976194,-0.452546,-0.66581,-0.471049,2,0.202841
1,0.0740178,-0.929411,1.47701,1.72612,2.01662,1.49891,1,0.0740178
-1,0.731496,-0.192868,-1.39799,-1.45058,-1.14598,-1.17736,1,-0.192868
-1,0.220936,-0.0623058,-1.20599,-1.60512,-1.25869,-1.52185,-2,-0.0623058
1,0.176943,-0.934997,-0.187612,-0.567163,0.319503,-0.3463,2,0.176943
-1,0.0945889,-0.224749,0.566792,-0.217034,0.730551,-0.899204,2,-0.224749
-1,0.770244,-0.246943,-1.16512,0.017634,-0.402087,1.14157,2,-0.246943
1,0.0534663,-0.0559939,-1.44103,-0.996532,-1.44222,-0.675726,-2,0.0534663
-1,0.896229,-0.0737387,1.02893,0.662828,1.0749,0.863608,-2,-0.0737387
-1,0.889098,-0.0985473,-1.0803,-1.14189,-1.14062,-1.56963,-2,-0.0985473
1,0.0592578,-0.555926,-0.351108,-1.45002,-1.09465,-1.62381,2,0.0592578
1,0.174489,-0.202088,1.64848,1.49688,1.10254,0.981003,2,0.174489
-1,0.921547,-0.233566,-1.6236,-1.48073,0.289516,0.0146964,2,-0.233566
-1,0.268051,-0.108806,-1.09802,-0.4401,-0.0127276,-0.472868,1,-0.108806
-1,0.0534663,-0.0559939,-1.44103,-0.996532,-1.44222,-0.675726,-2,-0.0559939
1,0.197211,-0.917252,-0.543214,-1.30005,0.276639,-0.494989,-2,0.197211
-1,0.989911,-0.215347,1.55123,1.28525,1.37945,0.845536,-2,-0.215347
-1,0.968096,-0.0923256,1.55007,1.65272,1.88372,1.40257,2,-0.0923256
-1,0.534026,-0.256492,-1.57397,-1.4216,-1.18897,-1.41245,-2,-0.256492
-1,0.531341,-0.227381,-0.169774,-0.742172,-1.0978,-0.577912,-2,-0.227381
-1,0.936314,-0.248828,-1.49953,-1.19213,-1.05842,-0.597606,-2,-0.248828
1,0.217637,-0.77023,-0.615731,-1.48249,-0.315223,-1.18243,2,0.217637
1,0.251078,-0.904213,-1.0606,-0.992943,-0.782919,-0.618629,2,0.251078
1,0.264485,-0.600366,-1.29167,-1.40421,-0.839594,-0.988575,2,0.264485
1,0.221051,-0.0636322,1.68696,1.77585,1.75508,1.88524,-2,0.221051
-1,0.174489,-0.202088,1.64848,1.49688,1.10254,0.981003,2,-0.202088
-1,0.819076,-0.266487,1.27635,1.03149,1.20568,1.40635,2,-0.266487
-1,0.755752,-0.318647,-1.52234,-1.42012,-1.34676,-1.19249,2,-0.318647
-1,0.413686,-0.105042,1.58454,1.21122,1.35573,1.12867,2,-0.105042
1,0.108599,-0.420043,0.824136,0.442026,0.604768,0.432165,2,0.108599
1,0.0182858,-0.0958682,0.948101,1.39879,1.35216,0.872557,2,0.0182858
1,0.139719,-0.880465,-0.719349,-0.639786,-0.555313,-0.610432,-2,0.139719
1,0.233034,-0.384319,0.981417,0.93202,1.05763,1.11587,2,0.233034
1,0.285862,-0.742664,0.0576455,-1.2375,0.330331,-0.499404,-2,0.285862
-1,0.875435,-0.215416,-0.931307,-0.738913,-0.942623,-1.17803,2,-0.215416
1,0.0586312,-0.306894,1.17009,1.31346,1.42339,1.46978,2,0.0586312
1,0.315908,-0.91222,-1.15989,-1.75545,-1.79371,-1.534,-2,0.315908
-1,0.820678,-0.226801,-1.88734,-1.75925,-1.32246,-1.00746,-2,-0.226801
-1,0.568302,-0.0280845,0.0492442,0.709589,1.08792,0.479594,2,-0.0280845
1,0.289716,-0.716265,-1.63781,-1.40991,0.299192,-1.29378,-2,0.289716
1,0.334147,-0.189302,-0.805303,-1.01648,-1.87034,-1.20247,2,0.334147
-1,0.493091,-0.165799,-0.950202,0.831873,-0.481408,1.28761,2,-0.165799
-1,0.136264,-0.103374,1.5385,1.30143,1.83074,1.66273,2,-0.103374
-1,0.63836,-0.213254,1.39346,1.11205,1.3385,0.995008,2,-0.213254
-1,0.0474815,-0.342341,0.0426709,-1.75746,-1.166,-1.39708,-2,-0.342341
-1,0.562589,-0.238418,-0.190977,-0.859788,-0.0686487,-0.677448,-2,-0.238418
1,0.0851491,-0.426928,1.42435,1.52946,1.65557,1.37656,2,0.0851491
-1,0.634471,-0.299691,-1.01062,0.0780104,0.953056,0.46876,-2,-0.299691
-1,0.397658,-0.318662,1.3427,1.50877,0.976463,1.13055,2,-0.318662
1,0.397387,-0.720093,-1.04818,-1.3743,0.138609,-0.989649,-2,0.397387
1,0.393644,-0.829375,0.488989,0.162976,0.610133,1.2586,2,0.393644
1,0.257766,-0.883324,-1.62334,-1.25551,-1.37831,-0.613462,-2,0.257766
-1,0.707078,-0.332692,-0.180484,-0.205189,0.45266,0.179558,-2,-0.332692
1,0.362683,-0.968631,-0.681326,0.5549,0.448777,0.658233,1,0.362683
-1,0.636108,-0.377852,1.48827,1.12223,1.28545,1.48325,2,-0.377852
-1,0.950679,-0.01624,1.66129,1.23807,1.24815,1.3348,2,-0.01624
-1,0.50385,-0.0737589,-1.32065,-1.57236,-1.90936,-1.87389,-2,-0.0737589
-1,0.638332,-0.268135,-0.432619,-0.532962,-0.569404,-1.02781,2,-0.268135
-1,0.442396,-0.180119,-0.109995,-0.521081,-0.296503,-0.788722,-2,-0.180119
1,0.136264,-0.103374,1.5385,1.30143,1.83074,1.66273,2,0.136264
1,0.331785,-0.40219,0.0946133,0.995333,-0.744869,-1.02666,-2,0.331785
-1,0.645221,-0.261245,1.07862,1.14709,0.93906,0.897713,-2,-0.261245
-1,0.876949,-0.352593,-0.131921,-0.322304,-0.0040003,-0.524408,-2,-0.352593
-1,0.839328,-0.333285,-0.458067,0.0432956,-1.9499,-1.54452,2,-0.333285
1,0.110447,-0.508295,1.61213,1.86262,1.63239,1.66337,2,0.110447
1,0.0959603,-0.11653,-0.358843,-0.489983,-0.205467,-0.248064,-2,0.0959603
1,0.0839093,-0.905955,0.667025,-0.923137,0.621519,0.55004,2,0.0839093
1,0.181372,-0.201424,2.00023,1.90268,2.00858,1.87573,2,0.181372
-1,0.812252,-0.271772,0.108128,-0.129053,0.860883,-0.580759,2,-0.271772
-1,0.407092,-0.100952,0.803015,-0.351189,-1.13384,-1.44628,2,-0.100952
-1,0.0182858,-0.0958682,0.948101,1.39879,1.35216,0.872557,2,-0.0958682
-1,0.181372,-0.201424,2.00023,1.90268,2.00858,1.87573,2,-0.201424
